1	98.79	89.27	79.82	63.06	54.29	39.83	30.57	21.83	20.25	2.01
2	98.76	89.21	79.82	63.09	54.25	39.83	30.57	21.83	20.26	2.01
3	98.76	89.21	79.82	63.09	54.29	39.83	30.64	21.87	20.27	2.01
4	98.76	89.21	79.79	63.09	54.29	39.83	30.57	21.83	20.32	2.01
5	98.76	89.21	79.82	63.09	54.29	39.83	30.54	21.87	20.25	2.01
6	98.76	89.21	79.82	63.09	54.29	39.83	30.57	21.87	20.24	2.01
7	98.76	89.21	79.82	63.12	54.29	39.86	30.54	21.83	20.21	2.01
8	98.76	89.21	79.82	63.09	54.29	39.83	30.57	21.83	20.18	2.01
9	98.76	89.21	79.82	63.09	54.29	39.83	30.57	21.83	20.33	2.01
10	98.79	89.17	79.79	63.09	54.29	39.86	30.57	21.83	20.26	2.01
11	98.76	89.21	79.82	63.09	54.29	39.83	30.57	21.87	20.26	2.01
12	98.76	89.21	79.82	63.09	54.29	39.86	30.57	21.87	20.31	2.01
13	98.76	89.17	79.79	63.06	54.29	39.86	30.54	21.87	20.25	2.01
14	98.76	89.21	79.79	63.09	54.29	39.86	30.57	21.87	20.33	2.01
15	98.76	89.17	79.82	63.09	54.29	39.83	30.57	21.87	20.28	2.01
16	98.76	89.17	79.79	63.09	54.29	39.86	30.57	21.83	20.27	2.01
17	98.76	89.17	79.79	63.09	54.29	39.83	30.57	21.83	20.32	2.01
18	98.76	89.17	79.79	63.09	54.29	39.83	30.57	21.87	20.31	2.01
19	98.76	89.17	79.79	63.09	54.29	39.83	30.6	21.87	20.31	2.01
20	98.76	89.17	79.79	63.09	54.29	39.86	30.57	21.83	20.35	2.01
21	98.76	89.17	79.79	63.09	54.32	39.86	30.57	21.83	20.31	2.01
22	98.73	89.17	79.79	63.09	54.29	39.86	30.57	21.83	20.24	2.01
23	98.76	89.17	79.79	63.09	54.29	39.83	30.57	21.83	20.28	2.01
24	98.76	89.17	79.79	63.09	54.29	39.83	30.57	21.87	20.19	2.01
25	98.79	89.17	79.79	63.09	54.29	39.83	30.57	21.87	20.35	2.01
26	98.73	89.17	79.79	63.09	54.29	39.83	30.57	21.83	20.21	2.01
27	98.73	89.14	79.79	63.09	54.29	39.86	30.57	21.87	20.31	2.01
28	98.73	89.17	79.82	63.06	54.29	39.86	30.57	21.83	20.28	2.01
29	98.73	89.17	79.79	63.09	54.29	39.83	30.57	21.83	20.28	2.01
30	98.76	89.17	79.79	63.09	54.32	39.83	30.57	21.83	20.31	2.01
31	98.76	89.17	79.79	63.09	54.29	39.83	30.57	21.83	20.35	2.01
32	98.79	89.17	79.79	63.09	54.25	39.86	30.57	21.83	20.24	2.01
33	98.76	89.17	79.75	63.09	54.29	39.86	30.57	21.83	20.19	2.01
34	98.76	89.14	79.82	63.09	54.29	39.83	30.57	21.83	20.21	2.01
35	98.79	89.14	79.79	63.09	54.29	39.83	30.57	21.83	20.31	2.01
36	98.73	89.14	79.79	63.06	54.29	39.83	30.57	21.83	20.24	2.01
37	98.73	89.17	79.75	63.09	54.25	39.83	30.57	21.83	20.26	2.01
38	98.73	89.14	79.82	63.09	54.29	39.86	30.57	21.83	20.31	2.01
39	98.73	89.17	79.79	63.06	54.25	39.83	30.57	21.87	20.24	2.01
40	98.73	89.14	79.79	63.09	54.29	39.83	30.57	21.83	20.38	2.01
41	98.73	89.14	79.75	63.09	54.29	39.86	30.57	21.83	20.28	2.01
42	98.73	89.17	79.75	63.09	54.25	39.86	30.54	21.83	20.27	2.01
43	98.73	89.17	79.79	63.06	54.29	39.83	30.54	21.83	20.25	2.01
44	98.73	89.14	79.75	63.09	54.29	39.83	30.57	21.83	20.21	2.01
45	98.73	89.17	79.75	63.09	54.25	39.86	30.54	21.83	20.21	2.01
46	98.73	89.17	79.79	63.09	54.29	39.83	30.57	21.87	20.21	2.01
47	98.73	89.14	79.75	63.09	54.25	39.86	30.57	21.87	20.24	2.01
48	98.73	89.14	79.79	63.09	54.29	39.83	30.57	21.87	20.28	2.01
49	98.73	89.17	79.75	63.06	54.29	39.86	30.57	21.87	20.31	2.01
50	98.73	89.14	79.75	63.12	54.25	39.86	30.57	21.83	20.25	2.01
51	98.73	89.14	79.75	63.06	54.29	39.86	30.57	21.87	20.26	2.01
52	98.76	89.14	79.72	63.06	54.25	39.83	30.57	21.87	20.33	2.01
53	98.73	89.14	79.75	63.12	54.29	39.86	30.57	21.87	20.28	2.01
54	98.73	89.11	79.75	63.06	54.25	39.83	30.57	21.87	20.26	2.01
55	98.69	89.14	79.75	63.09	54.29	39.83	30.57	21.87	20.27	2.01
56	98.73	89.14	79.75	63.06	54.29	39.83	30.57	21.87	20.27	2.01
57	98.73	89.14	79.75	63.06	54.29	39.86	30.57	21.87	20.26	2.01
58	98.73	89.14	79.75	63.09	54.29	39.86	30.57	21.83	20.26	2.01
59	98.69	89.14	79.72	63.06	54.25	39.86	30.57	21.83	20.2	2.01
60	98.69	89.11	79.75	63.09	54.29	39.86	30.57	21.87	20.19	2.01
61	98.69	89.11	79.75	63.09	54.29	39.83	30.57	21.83	20.36	2.01
62	98.73	89.14	79.72	63.09	54.29	39.86	30.57	21.87	20.28	2.01
63	98.73	89.14	79.72	63.09	54.29	39.86	30.6	21.87	20.3	2.01
64	98.69	89.11	79.75	63.09	54.29	39.86	30.6	21.83	20.32	2.01
65	98.73	89.14	79.72	63.09	54.19	39.86	30.57	21.87	20.3	2.01
66	98.73	89.14	79.72	63.12	54.29	39.86	30.57	21.83	20.36	2.01
67	98.69	89.14	79.72	63.09	54.29	39.86	30.6	21.87	20.35	2.01
68	98.73	89.11	79.72	63.09	54.29	39.86	30.57	21.87	20.25	2.01
69	98.69	89.14	79.72	63.06	54.25	39.86	30.57	21.7	20.33	2.01
70	98.69	89.14	79.72	63.06	54.25	39.86	30.57	21.83	20.35	2.01
71	98.69	89.14	79.75	63.06	54.25	39.86	30.57	21.83	20.3	2.01
72	98.69	89.11	79.72	63.09	54.29	39.83	30.57	21.87	20.26	2.01
73	98.69	89.11	79.72	63.06	54.29	39.86	30.54	21.83	20.3	2.01
74	98.69	89.11	79.72	63.09	54.25	39.86	30.57	21.83	20.32	2.01
75	98.69	89.11	79.75	63.06	54.25	39.86	30.57	21.87	20.28	2.01
76	98.73	89.14	79.72	63.06	54.29	39.86	30.57	21.83	20.31	2.01
77	98.69	89.11	79.72	63.06	54.25	39.86	30.57	21.87	20.22	2.01
78	98.69	89.11	79.69	63.06	54.29	39.83	30.57	21.87	20.27	2.01
79	98.69	89.14	79.72	63.06	54.29	39.86	30.57	21.83	20.37	2.01
80	98.69	89.11	79.72	63.06	54.25	39.89	30.57	21.83	20.26	2.01
81	98.69	89.17	79.75	63.09	54.29	39.89	30.57	21.83	20.31	2.01
82	98.69	89.11	79.72	63.09	54.29	39.86	30.57	21.83	20.22	2.01
83	98.69	89.08	79.72	63.06	54.29	39.86	30.57	21.87	20.22	2.01
84	98.66	89.14	79.72	63.06	54.25	39.83	30.57	21.83	20.25	2.01
85	98.69	89.11	79.72	63.12	54.25	39.86	30.57	21.83	20.19	2.01
86	98.69	89.11	79.72	63.06	54.29	39.83	30.57	21.87	20.26	2.01
87	98.66	89.11	79.72	63.06	54.25	39.86	30.54	21.83	20.31	2.01
88	98.69	89.11	79.69	63.06	54.29	39.86	30.57	21.83	20.25	2.01
89	98.69	89.11	79.69	63.09	54.25	39.86	30.57	21.83	20.27	2.01
90	98.69	89.11	79.72	63.06	54.25	39.86	30.57	21.87	20.26	2.01
91	98.69	89.08	79.69	63.06	54.29	39.83	30.57	21.87	20.26	2.01
92	98.69	89.08	79.72	63.06	54.29	39.86	30.57	21.83	20.21	2.01
93	98.69	89.08	79.69	63.09	54.25	39.86	30.57	21.83	20.28	2.01
